Product,"Pig Iron, Exw-Durgapur, India","Pig Iron, DAP-Ludhiana, India","Sponge Iron, CDRI, Exw-Rourkela, India","Sponge Iron, PDRI, Exw-Raipur, India","Melting Scrap, DAP-Mumbai, India","Ship cutting plate, Exy-Alang, India","Billet Index, Exw-Raipur, India","Rebar, Exy-Mumbai, India","Rebar, Exy-Mumbai, India","Rebar, Exw-Mumbai, India","Wire Rod, Exw-Jharkhand, India","Wire Rod, Exw-Raipur, India","HRC, Exy-Mumbai, India","HRC, CFR West Coast, India","HRC Index, FOB Main Port, India (destination ME & S. E. Asia)","CRC, Exy-Mumbai, India","HR Plate, Exy-Mumbai, India","ERW Pipe (HR Coil based), Exy-Mumbai, India","Aluminium Tense Scrap, Exy-Delhi, India","Aluminium Ingot ADC12, Exw-Delhi NCR, India","Copper Armature Scrap, Exy-Delhi, India","Copper Primary CC Wire Rods (CCR), Exw-Delhi, India","Zinc Special High Grade Ingot, Exw-Delhi, India","Lead Remelted Ingot, Exw-Delhi, India","Stainless Steel 304 Grade, HRC, Exw-Mumbai, India","Stainless Steel 316 Grade, HRC, Exw-Mumbai, India"
Grade,Steel Grade,Foundry Grade,"Mix (70% Lumps, 30% Fines), FeM 80% (+/-1)","Lumps, FeM 80%, +/-1",HMS(80:20),"HMS(80:20), Ship Breaking","100x100mm, IS 2831","12-32mm, BF Route, IS 1786 Fe 550D","12-32mm, BF Route , IS 1786 Fe 500D","12-25mm, IF Route, Fe 500, IS 1786","5.5-6.0mm, Wire Rod, BF Route, SAE 1008, Low Carbon","5.5 mm, SWRY 14 LC Gr 3, Induction route","2.5-8mm / CTL, IS2062, Gr E250 Br.","2-12 mm, SS400 (China Origin)","2.5 mm, SAE1006","0.90mm / CTL, IS 513, CR1","20-40mm, Gr E250 Br.","2.2-6mm, IS 1239,IS 1161 (HR Coil Based)",Solid (Loose),Automobile OEM,Cu 99%,"8 mm, Cu 99.99%","25 Kg, Ingot, Zn 99.99%","Ingot, Pb 99%","3-25 mm, No. 1 Finish","3-25 mm, No. 1 Finish"
Commodity,Scrap & Metallics / Pig Iron,Scrap & Metallics / Pig Iron,Scrap & Metallics / Sponge Iron,Scrap & Metallics / Sponge Iron,Scrap & Metallics / Melting Scrap,Scrap & Metallics / Rerolling scrap,Steel / Semi Finished / Billet,Steel / Finish long / Rebar,Steel / Finish long / Rebar,Steel / Finish long / Rebar,Steel / Finish long / Wire Rod,Steel / Finish long / Wire Rod,Steel / Finish Flat / HRC,Steel / Finish Flat / HRC,Steel / Finish Flat / HRC,Steel / Finish Flat / CRC,Steel / Finish Flat / HR Plate,Steel / Finish long / Pipes,Non Ferrous / Aluminium / Scrap,Non Ferrous / Aluminium / Ingot,Non Ferrous / Copper / Scrap,Non Ferrous / Copper / Wire Rod,Non Ferrous / Zinc / Ingot,Non Ferrous / Lead / Ingot,Stainless Steel / Stainless Steel / Stainless Steel,Stainless Steel / Stainless Steel / Stainless Steel
Currency,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,USD,USD,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR
2026-03-03,37800,42700,28000,27400,,33800,41250,,,,,45300,,,,,,,223000,,1145000,1260000,335000,187800,,
2026-03-05,37950,42700,28200,27650,33800,33800,42200,,,50700,,46400,,,,,,,224000,,1145000,1260000,336000,187700,,
2026-03-06,38000,43000,28300,27950,33700,34300,42150,59100,59100,50500,56600,46400,54750,490,,60750,56400,58500,224000,,1140000,1255000,330200,187800,195000,348000
2026-03-07,37900,43000,28250,27700,33700,35000,41950,,,50500,,46000,,,,,,,,,,,,,,
2026-03-09,37800,43000,28400,28100,33900,35000,42400,,,50800,,46600,,,,,,,231000,,1135000,1250000,334000,187400,,
2026-03-10,37800,43000,28450,27800,34000,35000,42200,,,51500,,46200,,,,,,,231500,,1140000,1255000,334200,187000,,
2026-03-11,37800,43500,28000,27050,33900,34500,41850,,,51500,,45500,,,,,,,233000,,1140000,1250000,333000,187600,,
2026-03-12,37900,43500,28200,27100,34000,34500,42150,,,51500,,46300,,,,,,,233000,,1134000,1245000,334000,188600,,
2026-03-13,37750,43300,28100,26900,34000,34300,41850,59800,59800,51500,58700,45900,55900,505,,61950,58400,59200,239000,,1120000,1240000,331000,188800,205000,360000
2026-03-14,37750,43300,28000,26650,33900,34500,41700,,,51500,,45700,,,,,,,,,,,,,,
2026-03-16,37800,43300,28000,26650,33700,34300,41900,,,51000,,46000,,,,,,,240000,,1110000,1225000,330800,189600,,
2026-03-17,37750,43300,28000,26550,33700,34700,41750,,,51000,,45700,,,,,,,240000,,1108000,1225000,331600,190500,,
2026-03-18,37600,43000,27600,26150,33700,34700,41450,,,51000,,45400,,,,,,,240000,,1102000,1220000,325300,191400,,
2026-03-19,37600,43000,27550,26100,33700,34500,41500,,,51000,,45500,,,,,,,243000,,1060000,1210000,317000,190800,,
2026-03-20,37600,43000,27600,26300,34200,35000,41550,60000,60000,51000,59000,45500,56650,510,,63400,60600,59200,245000,,1060000,1200000,316000,192000,216000,370000
2026-03-23,37500,43000,27500,25900,34200,35000,41250,,,51000,,45000,,,,,,,247000,,,,313600,193400,,
2026-03-24,37500,43000,27400,25750,34500,,40850,,,50900,,44700,,,,,,,247000,,1070000,1200000,317000,193800,,
2026-03-25,37500,43000,27000,25450,34300,35000,40400,,,50600,,44400,,,,,,,247500,,1100000,1210000,319200,194000,,
2026-03-26,37500,43000,27000,25650,34500,35000,40650,,,50400,,44900,,,,,,,254000,,1115000,1210000,319000,193800,,
2026-03-27,37800,43000,27000,25800,34500,35200,40950,60000,60000,50700,60500,45200,57700,520,,65000,61400,60200,261000,,1135000,1220000,320000,193800,216000,375000
2026-03-28,38250,43000,27000,25600,35000,35500,40800,,,50900,,44900,,,,,,,,,,,,,,
2026-03-30,39400,44300,28350,26900,35100,36000,42350,,,51600,,46800,,,,,,,265000,,1126000,1220000,327500,194800,,
2026-03-31,39900,45000,28150,26800,35100,36300,41800,,,52300,,46200,,,,,,,272000,,1126000,1220000,328000,195000,,
2026-04-01,40700,45800,29200,27400,35700,37000,42850,,,53400,,47100,,,,,,,272000,359000,1138000,1225000,330000,194400,,
2026-04-02,40900,46300,29000,27050,35700,37500,42850,,,53400,,46800,,,,,,,272000,,1122000,1225000,333000,194800,,
2026-04-03,40800,46000,29000,27250,35700,37300,42950,60300,60300,53400,60500,47100,59600,530,,67100,62800,63500,272000,,1122000,1220000,331000,194500,217000,375000
2026-04-06,41300,46600,29400,27450,36200,38300,43150,,,54000,,47400,,,,,,,275000,,1120000,1225000,333000,195200,,
2026-04-07,41300,46600,29600,27550,36200,38500,43550,,,54200,,48100,,,,,,,276000,,1122000,1220000,342000,195000,,
2026-04-08,41300,46300,29400,27000,36100,37800,42900,,,54200,,47500,,,,,,,276000,,1123000,1225000,341800,195800,,
2026-04-09,41050,46600,29200,27050,36000,37500,43100,,,54100,,47500,,,,,,,276000,,1123000,1230000,339300,195800,,
2026-04-10,40950,46200,29000,26700,36000,37200,42950,60550,60550,53900,61200,47200,59600,535,,67250,62800,64500,280000,,1129000,1230000,340300,196000,217000,375000
2026-04-11,40800,46000,29000,26550,36000,37300,42800,,,53500,,47200,,,,,,,,,,,,,,
2026-04-13,41000,46000,29200,26850,35700,37600,43000,,,52800,,47300,,,,,,,282500,,1129000,1240000,342000,195700,,
2026-04-14,40850,46000,29000,26450,35700,37800,42550,,,52800,,47000,,,,,,,289000,,1135000,1245000,343000,196000,,
2026-04-15,40600,45500,28400,26200,35600,37300,42200,,,52700,,46800,,,,,,,289500,,1150000,1260000,346000,195800,,
2026-04-16,40400,45500,28500,26100,35600,36800,42100,,,52500,,47000,,,,,,,290000,,1145000,1260000,349700,195500,,
2026-04-17,40300,45000,28050,25900,35500,37000,41900,60450,60450,52100,61200,46500,59200,535,,66650,61900,66000,290000,,1136000,1260000,350500,195000,217000,375000
2026-04-18,40300,44700,28000,25900,35500,37000,41950,,,51700,,46600,,,,,,,,,,,,,,
2026-04-20,40100,44700,28000,25800,35300,37000,41750,,,51500,,46300,,,,,,,287000,,1135000,1285000,350400,195000,,
2026-04-21,40000,44300,27800,25950,35200,36700,42250,,,51200,,47000,,,,,,,287000,,1130000,1280000,350000,195400,,
2026-04-22,39900,44600,28200,26300,35300,37000,42450,,,51200,,47100,,,,,,,290500,,1132000,1280000,356400,194000,,
2026-04-23,39600,44600,28000,26150,35500,37000,42150,,,51100,,46900,,,,,,,290500,,1135000,1285000,358000,195000,,
2026-04-24,39200,44300,27800,25950,35500,36800,42050,59850,59850,50700,61200,46800,58650,535,,65750,61600,66800,292000,,1134000,1280000,358000,194200,217000,375000
2026-04-25,39200,44300,27800,26050,35500,37200,42300,,,50300,,47000,,,,,,,,,,,,,,
2026-04-27,39050,44300,27500,25900,35500,37200,42050,,,50300,,46600,,,,,,,295000,,1142000,1300000,361000,194500,,
2026-04-28,38800,44300,27500,25750,35500,37000,41900,,,49900,,46300,,,,,,,295000,,1142000,1305000,353000,194000,,
2026-04-29,38800,44300,27500,25550,35500,36800,42000,,,49500,,46300,,,,,,,295000,,1138000,1290000,353000,194000,,
2026-04-30,38800,44300,27500,25700,35000,37000,42150,,,49500,,46100,,,,,,,295000,,1138000,1285000,350000,194000,,
2026-05-01,38400,44300,27600,25800,,37000,42100,59700,59700,,61200,46100,57850,535,,65200,60800,65600,295000,367000,1145000,1285000,351000,194000,214000,380000
2026-05-02,38400,44300,27500,26000,35000,37000,42300,,,49200,,46300,,,,,,,,,,,,,,
2026-05-04,38400,44300,27400,25900,34700,37200,42000,,,49000,,46000,,,,,,,295000,,1144000,1290000,353000,194000,,
2026-05-05,38300,44200,27450,25850,34700,37200,41700,,,48700,,45400,,,,,,,295000,,1142000,1290000,353000,194000,,
2026-05-06,38300,44200,27350,25850,34700,37200,41650,,,48400,,45200,,,,,,,295000,,1146000,1300000,357500,196000,,
2026-05-07,38300,43800,27000,25650,34600,37000,41200,,,48400,,44900,,,,,,,298000,,1155000,1310000,356300,196600,,
2026-05-08,38150,43800,27000,25600,34500,36800,40850,59300,59300,48400,61200,44700,58200,540,,65300,60800,65300,298000,,1160000,1310000,356300,196000,223000,390000
2026-05-09,38150,43800,27000,25400,34500,36600,40550,,,48400,,44400,,,,,,,,,,,,,,
2026-05-11,38150,43600,27000,25400,34500,36500,40550,,,48400,,44400,,,,,,,297500,,1170000,1330000,357000,196000,,
2026-05-12,38150,43500,26700,25400,34400,36500,40400,58200,58200,48400,61200,44200,58700,540,485,65500,60800,65300,297500,367000,1190000,1345000,361900,196000,223000,390000
